280991720293,8243105882383412340,3.0
74132769829477,8243105882383412340,5.0
1247896427,8243105882383412340,5.0
1248815214,8243105882383412340,4.0
107126708135276,8243105882383412340,3.0
27424519105702255,8243105882383412340,5.0
7163093307968218487,8243105882383412340,4.0
4353890,18693240106673518,3.0
107126708135276,18693240106673518,3.0
27424519105702255,18693240106673518,3.0
26471,18693240106673518,4.0
456901092723,18693240106673518,5.0
482671488097,18693240106673518,4.0
74132769829477,7503082060126053748,4.0
1248815214,7503082060126053748,5.0
107126708135276,7503082060126053748,2.0
27424519105702255,7503082060126053748,2.0
7171428,7503082060126053748,4.0
280991720293,7503082146041787757,5.0
4353890,7503082146041787757,5.0
74132769829477,7503082146041787757,5.0
1247896427,7503082146041787757,5.0
5533549,7503082146041787757,3.0
7171428,7503082146041787757,5.0
1247896427,7935427624353621364,5.0
27424519105702255,7935427624353621364,5.0
319528792697,8248659752291234406,5.0
107126708135276,8248659752291234406,5.0
120325361197921,8248659752291234406,5.0
280991720293,8319381568718204532,1.0
4353890,8319381568718204532,5.0
1247896427,8319381568718204532,5.0
120325361197921,8319381568718204532,5.0
280991720293,7523666017343469422,1.0
7171428,7523666017343469422,5.0
1247896427,7306367055545070187,5.0
7235707293259293807,7306367055545070187,5.0
120325361197921,7306367055545070187,5.0
4353890,8747227565722268267,5.0
27424519105702255,8747227565722268267,5.0
4353890,7935415602588706661,5.0
5533549,7935415602588706661,4.0
107126708135276,7935415602588706661,5.0
120325361197921,7935415602588706661,5.0
4353890,7954605360621648229,5.0
74132769829477,7954605360621648229,5.0
120325361197921,2842651349704928356,5.0
280991720293,5003046326005494379,4.0
74132769829477,5003046326005494379,4.0
1248815214,5003046326005494379,4.0
323992381807,5003046326005494379,4.0
120325361197921,5003046326005494379,4.0
280991720293,86180370870131,3.0
74132769829477,86180370870131,3.0
1247896427,86180370870131,3.0
323992381807,86180370870131,3.0
21785089372219749,86180370870131,4.0
107126708135276,86180370870131,3.0
7171428,86180370870131,3.0
120325361197921,86180370870131,3.0
323992381807,8728061244686562669,5.0
27424519105702255,8728061244686562669,5.0
280991720293,8728050198013769075,4.0
4353890,8728050198013769075,5.0
1247896427,8030873749859953772,5.0
1248815214,8030873749859953772,3.0
27424519105702255,8030873749859953772,5.0
280991720293,7358965832600547182,5.0
1247896427,7358965832600547182,5.0
323992381807,7358965832600547182,5.0
120325361197921,7358965832600547182,5.0
7163093307968218487,7358965832600547182,4.0
1247896427,8029465275598467691,5.0
323992381807,8029465275598467691,5.0
280991720293,7286909363928003949,5.0
4353890,7286909363928003949,4.0
1398895201,7286909363928003949,3.0
107126708135276,7286909363928003949,4.0
31653236531160438,7286909363928003949,5.0
1247896427,4787177009100976747,2.0
323992381807,4787177009100976747,2.0
74132769829477,7022352503663649132,5.0
1248815214,7022352503663649132,5.0
7171428,7022352503663649132,5.0
280991720293,2325934850863100537,5.0
74132769829477,2325934850863100537,1.0
7171428,2325934850863100537,5.0
280991720293,7810200963627185012,5.0
1247896427,7810200963627185012,5.0
323992381807,7810200963627185012,5.0
74132769829477,7020098208087895918,5.0
323992381807,7020098208087895918,5.0
7171428,7020098208087895918,5.0
120325361197921,7020098208087895918,5.0
7163093307968218487,7020098208087895918,5.0
74132769829477,7286910377524359031,5.0
289581134433,7286910377524359031,3.0
1247896427,7286910377524359031,3.0
1398895201,7286910377524359031,1.0
23755440046437217,7286910377524359031,4.0
5533549,7286910377524359031,5.0
27424519105702255,7286910377524359031,5.0
7171428,7286910377524359031,5.0
120325361197921,7286910377524359031,5.0
31653236531160438,7286910377524359031,3.0
7630701,7286910377524359031,5.0
280991720293,2325934850863100537,5.0
323992381807,2325934850863100537,5.0
1398895201,2325934850863100537,5.0
107126708135276,2325934850863100537,5.0
120325361197921,7522454295197872740,5.0
280991720293,8223645978740418405,3.0
4353890,8223645978740418405,5.0
74132769829477,8223645978740418405,5.0
1247896427,8223645978740418405,3.0
323992381807,8223645978740418405,3.0
7171428,8223645978740418405,5.0
120325361197921,7358965832600547182,5.0
280991720293,8367773274496922989,5.0
4353890,8367773274496922989,5.0
4353890,7309940610371315065,5.0
74132769829477,7309940610371315065,3.0
1247896427,7309940610371315065,3.0
7171428,7309940610371315065,3.0
74132769829477,7954605360623021935,5.0
5533549,7954605360623021935,4.0
7171428,7954605360623021935,5.0
